cd_cliente,nome_cliente,aquisição_cliente
27643,Luiz,Organic
27644,Adriana,Google Ads - Search
27645,Adriana,Google Ads - Search
27646,Leandro,Direct
27647,Marcos,Google Ads - Youtube
27648,Mário,Social Media
27649,Rafael,Direct
27650,Terezinha,Facebook Ads - Instagram
27651,Sebastiã,Organic
27652,Rafael,Organic
27653,Fernando,Direct
27654,Terezinha,Facebook Ads - Facebook
27655,Leandro,Direct
27656,Alexandre,Direct
27657,Rafael,Criteo Remarketing
27658,Vera,Organic
27659,José,Google Ads - Youtube
27660,Vera,Google Ads - Youtube
27661,Sônia,Facebook Ads - Facebook
27662,Alexandre,Organic
27663,Marcelo,Direct
27664,Joaquim,Organic
27665,Benedito,Direct
27666,Rita,Direct
27667,Eduardo,Organic
27668,Eduardo,Criteo Remarketing
27669,Robert,Google Ads - Search
27670,José,Social Media
27671,Vera,Google Ads - Search
27672,Maria,Google Ads - Search
27673,Luis,Organic
27674,Sandra,Criteo Remarketing
27675,Sebastiã,Direct
27676,Sandra,Facebook Ads - Facebook
27677,Sandra,Google Ads - Search
27678,Rosa,Direct
27679,Sérgio,Organic
27680,Francisca,Facebook Ads - Instagram
27681,Manoel,Google Ads - Search
27682,Alexandre,Google Ads - Display
27683,André,Direct
27684,Carlos,Google Ads - Search
27685,Cláudio,Google Ads - Search
27686,Ana,Organic
27687,Mário,Facebook Ads - Facebook
27688,Luciana,Direct
27689,Patrícia,Criteo Remarketing
27690,Ricardo,Social Media
27691,Carlos,Google Ads - Search
27692,Cláudio,Organic
27693,Marcelo,Organic
27694,Francisco,Direct
27695,Adriana,Organic
27696,Luciana,Google Ads - Youtube
27697,Carlos,Google Ads - Display
27698,Cláudio,Google Ads - Search
27699,Leandro,Social Media
27700,Sérgio,Social Media
27701,Márci,Referral
27702,Luciana,Organic
27703,Márci,Organic
27704,Francisco,Referral
27705,Eduardo,Organic
27706,Sandra,Organic
27707,Fernando,Referral
27708,Antônia,Google Ads - Display
27709,Sandra,Facebook Ads - Facebook
27710,Sebastiã,Referral
27711,Marcelo,Criteo Remarketing
27712,Daniel,Direct
27713,Ricardo,Direct
27714,Vera,Google Ads - Search
27715,Alexandre,Social Media
27716,Josefa,Organic
27717,Sérgio,Facebook Ads - Instagram
27718,Patrícia,Organic
27719,Marcelo,Referral
27720,Jorge,Social Media
27721,Robert,Organic
27722,Márci,Direct
27723,Mário,Facebook Ads - Instagram
27724,Patrícia,Referral
27725,Fabio,Google Ads - Search
27726,André,Criteo Remarketing
27727,Vera,Google Ads - Search
27728,Geraldo,Facebook Ads - Facebook
27730,Vera,Organic
27731,Terezinha,Social Media
27732,Sandra,Direct
27733,Alexandre,Organic
27734,Antônio,Google Ads - Search
27735,Vera,Criteo Remarketing
27736,Sandra,Google Ads - Youtube
27737,Rosa,Referral
27738,Alexandre,Direct
27739,Marcelo,Direct
27740,Carlos,Google Ads - Search
27741,Maria,Google Ads - Display
27742,Josefa,Organic
27743,João,Criteo Remarketing
27744,José,Organic
27745,Sandra,Direct
27746,Márci,Direct
27747,Benedito,Google Ads - Youtube
27748,Leandro,Google Ads - Youtube
27749,Raimunda,Google Ads - Search
27750,Terezinha,Social Media
27751,Sebastiã,Google Ads - Search
27752,Sônia,Facebook Ads - Instagram
27753,Paul,Social Media
27754,Fabio,Google Ads - Search
27755,Marcelo,Organic
27756,Vera,Facebook Ads - Facebook
27757,Vera,Google Ads - Search
27758,Márci,Google Ads - Search
27759,Fernando,Facebook Ads - Instagram
27760,Alexandre,Social Media
27761,Antônio,Direct
27763,Sérgio,Organic
27764,Manoel,Direct
27765,Jorge,Facebook Ads - Instagram
27766,Joaquim,Google Ads - Search
27767,Luis,Organic
27768,Raimundo,Organic
27769,Manoel,Referral
27770,Vera,Google Ads - Display
27771,Luiz,Organic
27772,Ana,Direct
27773,Vera,Organic
27774,Marcos,Facebook Ads - Instagram
27775,Luiz,Facebook Ads - Facebook
27776,João,Google Ads - Youtube
27778,Fernando,Social Media
27779,Sônia,Social Media
27780,Josefa,Direct
27781,Marcelo,Google Ads - Search
27782,Ricardo,Google Ads - Display
27783,Geraldo,Google Ads - Search
27784,Márci,Organic
27785,Francisco,Facebook Ads - Facebook
27786,Sônia,Organic
27787,Francisco,Direct
27788,Marcelo,Social Media
27789,Márci,Organic
27791,Antônia,Organic
27792,Márci,Facebook Ads - Instagram
27793,Joaquim,Facebook Ads - Facebook
27794,Rita,Organic
27795,Benedito,Organic
27796,Carlos,Criteo Remarketing
27797,Eduardo,Facebook Ads - Facebook
27798,Ana,Direct
27799,Josefa,Direct
27800,Benedito,Organic
27801,Rita,Google Ads - Search
27802,Fabio,Organic
27803,João,Referral
27805,Rita,Social Media
27806,Sebastiã,Organic
27807,Paul,Google Ads - Display
27808,Antônia,Google Ads - Display
27809,Raimundo,Google Ads - Display
27810,Rafael,Direct
27811,Leandro,Organic
27812,Luiz,Google Ads - Search
27814,Sebastiã,Direct
27815,Rafael,Referral
27816,Luis,Organic
27817,Rita,Organic
27818,Luis,Referral
27819,Márci,Organic
27820,Benedito,Direct
27821,João,Organic
27822,Geraldo,Social Media
27823,Luiz,Direct
27824,Rosa,Criteo Remarketing
27825,Robert,Referral
27826,Fabio,Direct
27828,Sebastiã,Facebook Ads - Facebook
27829,Cláudio,Google Ads - Search
27830,Robert,Direct
27831,Daniel,Google Ads - Search
27832,Sandra,Organic
27833,Alexandre,Organic
27834,Edson,Direct
27835,Francisca,Direct
27836,Márci,Direct
27837,Paul,Facebook Ads - Instagram
27838,Joaquim,Direct
27839,Eduardo,Google Ads - Youtube
27840,Jorge,Organic
27842,Fernando,Organic
27843,Daniel,Direct
27844,Luciana,Direct
27845,Luis,Criteo Remarketing
27847,Patrícia,Google Ads - Search
27848,Sandra,Facebook Ads - Facebook
27849,Carlos,Facebook Ads - Facebook
27850,Daniel,Google Ads - Youtube
27851,Francisco,Organic
27852,Luciana,Direct
27853,Sérgio,Direct
27854,João,Google Ads - Display
27855,Raimunda,Criteo Remarketing
27856,Francisco,Referral
27857,Sebastiã,Organic
27858,Sebastiã,Organic
27859,Daniel,Google Ads - Youtube
27860,Sandra,Organic
27861,Luiz,Direct
27862,Fabio,Direct
27863,Ricardo,Direct
27864,Vera,Direct
27865,Sebastiã,Google Ads - Search
27867,Márci,Direct
27868,Ana,Direct
27869,Sebastiã,Direct
27870,Marcos,Social Media
27871,Raimunda,Organic
27872,Raimundo,Direct
27873,Sônia,Direct
27874,Carlos,Organic
27875,Raimundo,Direct
27876,Marcos,Google Ads - Youtube
27877,Antônio,Google Ads - Search
27878,Rodrigo,Organic
27879,Marcelo,Direct
27880,Vera,Google Ads - Display
27881,Adriana,Google Ads - Search
27882,Sebastiã,Google Ads - Display
27883,Adriana,Google Ads - Youtube
27884,Rodrigo,Direct
27885,Raimunda,Organic
27886,Geraldo,Criteo Remarketing
27887,Terezinha,Google Ads - Search
27888,Ana,Google Ads - Search
27889,Robert,Facebook Ads - Facebook
27890,Márci,Google Ads - Search
27891,Luiz,Google Ads - Search
27892,Rodrigo,Direct
27893,Benedito,Facebook Ads - Instagram
27894,André,Google Ads - Search
27895,Rodrigo,Google Ads - Display
27896,Fabio,Facebook Ads - Instagram
27897,Edson,Organic
27898,Leandro,Organic
27899,Carlos,Google Ads - Display
27900,Sandra,Organic
27901,Maria,Organic
27902,Márci,Facebook Ads - Instagram
27903,Leandro,Google Ads - Display
27904,Francisca,Organic
27905,Ana,Social Media
27906,Ana,Referral
27907,Eduardo,Social Media
27908,Marcos,Google Ads - Search
27909,Mário,Organic
27910,Alexandre,Criteo Remarketing
27911,Mário,Google Ads - Search
27912,Cláudio,Facebook Ads - Instagram
27914,Joaquim,Facebook Ads - Facebook
27915,Rita,Direct
27916,Sebastiã,Direct
27917,Joaquim,Google Ads - Search
27918,Daniel,Referral
27919,Robert,Referral
27920,Ricardo,Organic
27922,Vera,Direct
27923,Alexandre,Facebook Ads - Facebook
27924,Terezinha,Organic
27925,José,Criteo Remarketing
27926,Josefa,Referral
27928,Rodrigo,Criteo Remarketing
27929,Pedro,Organic
27930,Adriana,Organic
27931,Pedro,Criteo Remarketing
27932,Ricardo,Facebook Ads - Facebook
27933,Sandra,Organic
27934,Daniel,Organic
27935,Rodrigo,Google Ads - Search
27936,Manoel,Google Ads - Search
27937,Antônio,Referral
27938,Robert,Facebook Ads - Instagram
27939,Geraldo,Direct
27940,Patrícia,Organic
27941,José,Direct
27942,Márci,Direct
27943,Francisca,Facebook Ads - Instagram
27944,Patrícia,Google Ads - Display
27945,Fernando,Facebook Ads - Facebook
27946,Raimundo,Google Ads - Search
27947,Benedito,Facebook Ads - Instagram
27948,Francisca,Google Ads - Search
27949,Manoel,Facebook Ads - Facebook
27950,Rosa,Facebook Ads - Instagram
27951,Ana,Direct
27952,Sônia,Google Ads - Search
27953,Sebastiã,Criteo Remarketing
27954,Luciana,Direct
27955,Luciana,Google Ads - Youtube
27956,Rosa,Criteo Remarketing
27957,Joaquim,Organic
27958,Sérgio,Direct
27959,Fernando,Criteo Remarketing
27960,Raimundo,Organic
27961,Pedro,Direct
27962,Sebastiã,Direct
27963,Ricardo,Google Ads - Display
27965,Antônia,Google Ads - Search
27966,Luiz,Organic
27967,João,Criteo Remarketing
27968,Vera,Organic
27969,Josefa,Organic
27970,Cláudio,Direct
27971,Luciana,Direct
27972,Francisca,Social Media
27973,Antônia,Organic
27974,Raimundo,Google Ads - Display
27975,Benedito,Google Ads - Search
27976,Manoel,Organic
27977,Pedro,Direct
27978,Sebastiã,Direct
27979,André,Direct
27980,Antônia,Direct
27981,Terezinha,Social Media
27982,Rosa,Criteo Remarketing
27983,José,Google Ads - Youtube
27984,Raimundo,Google Ads - Search
27985,Vera,Organic
27986,Antônia,Referral
27987,Antônio,Facebook Ads - Facebook
27988,Sônia,Google Ads - Search
27989,Sebastiã,Direct
27990,Robert,Direct
27991,João,Referral
27992,Rodrigo,Google Ads - Youtube
27993,Joaquim,Google Ads - Search
27994,Raimunda,Social Media
27995,Geraldo,Organic
27997,Francisca,Facebook Ads - Facebook
27998,Rita,Social Media
27999,João,Google Ads - Search
28000,Marcos,Direct
28001,Mário,Google Ads - Display
28002,Eduardo,Direct
28003,Geraldo,Direct
28004,João,Organic
28005,Sebastiã,Social Media
28006,Francisco,Organic
28007,Rita,Google Ads - Display
28008,Adriana,Criteo Remarketing
28009,Rita,Criteo Remarketing
28010,Terezinha,Google Ads - Search
28011,Antônio,Criteo Remarketing
28012,Josefa,Social Media
28013,André,Direct
28014,Ricardo,Facebook Ads - Facebook
28015,Robert,Direct
28016,Terezinha,Direct
28017,Francisco,Organic
28018,Paul,Google Ads - Search
28019,Josefa,Criteo Remarketing
28020,Rosa,Google Ads - Youtube
28022,Geraldo,Criteo Remarketing
28023,Alexandre,Social Media
28024,Antônia,Organic
28025,Raimunda,Direct
28026,Rafael,Organic
28027,Rafael,Organic
28028,Mário,Google Ads - Search
28029,Robert,Direct
28030,Carlos,Direct
28031,Rafael,Organic
28032,Carlos,Organic
28033,Ricardo,Google Ads - Search
28034,Pedro,Social Media
28035,Mário,Direct
28037,João,Google Ads - Display
28038,José,Facebook Ads - Facebook
28039,Sérgio,Social Media
28040,Geraldo,Google Ads - Search
28041,Marcelo,Direct
28042,Jorge,Google Ads - Search
28043,Luciana,Organic
28044,Sérgio,Direct
28045,Luis,Referral
28046,Leandro,Facebook Ads - Instagram
28047,Fabio,Criteo Remarketing
28048,Antônio,Direct
28049,Cláudio,Direct
28050,Francisco,Google Ads - Search
28051,Pedro,Organic
28052,Sebastiã,Direct
28053,Rita,Google Ads - Display
28055,Cláudio,Facebook Ads - Facebook
28056,Mário,Direct
28057,Rafael,Facebook Ads - Instagram
28058,Rafael,Direct
28059,Antônio,Google Ads - Search
28060,Vera,Facebook Ads - Instagram
28062,Luis,Google Ads - Search
28063,Marcos,Direct
28064,André,Google Ads - Display
28065,Mário,Direct
28066,Francisca,Referral
28067,João,Organic
28068,Raimunda,Organic
28070,Rosa,Organic
28071,Geraldo,Organic
28072,Raimundo,Direct
28073,Geraldo,Organic
28074,Carlos,Facebook Ads - Instagram
28075,Fernando,Referral
28076,Francisca,Google Ads - Search
28077,Leandro,Google Ads - Search
28078,Edson,Organic
28079,Vera,Organic
28080,Joaquim,Google Ads - Display
28081,Rita,Facebook Ads - Facebook
28082,Márci,Direct
28083,Márci,Google Ads - Search
28084,Carlos,Direct
28086,Luciana,Referral
28087,Daniel,Criteo Remarketing
28088,Francisca,Organic
28091,Carlos,Organic
28092,Carlos,Social Media
28094,Jorge,Criteo Remarketing
28095,Márci,Google Ads - Youtube
28096,Geraldo,Organic
28097,Luis,Organic
28098,Rita,Direct
28099,Ricardo,Direct
28100,Manoel,Google Ads - Search
28101,Daniel,Google Ads - Search
28102,Vera,Organic
28103,Paul,Direct
28104,Mário,Direct
28105,João,Direct
28106,André,Organic
28107,Patrícia,Facebook Ads - Facebook
28108,Raimunda,Facebook Ads - Instagram
28109,André,Direct
28110,Edson,Google Ads - Search
28111,Maria,Google Ads - Search
28112,Luiz,Organic
28113,Adriana,Organic
28114,Marcos,Direct
28115,Rodrigo,Google Ads - Search
28116,Edson,Direct
28118,Rosa,Direct
28119,Antônio,Referral
28122,Pedro,Referral
28123,Raimunda,Google Ads - Search
28124,José,Referral
28125,Raimundo,Google Ads - Search
28126,Rosa,Direct
28127,Francisco,Referral
28128,Maria,Organic
28130,Rafael,Google Ads - Search
28131,Rafael,Direct
28132,Antônio,Referral
28133,Joaquim,Referral
28134,Sandra,Google Ads - Search
28135,Antônio,Direct
28136,Luis,Organic
28137,Raimundo,Direct
28138,Leandro,Google Ads - Youtube
28139,Raimunda,Google Ads - Display
28140,Jorge,Facebook Ads - Facebook
28141,Rita,Google Ads - Search
28142,Márci,Google Ads - Search
28143,Edson,Social Media
28144,Jorge,Google Ads - Search
28145,Leandro,Organic
28146,Fabio,Social Media
28147,Adriana,Google Ads - Search
28148,Rodrigo,Google Ads - Search
28149,Raimunda,Social Media
28150,Daniel,Facebook Ads - Instagram
28151,Cláudio,Organic
28152,Rita,Google Ads - Search
28154,Marcelo,Direct
28155,Francisca,Google Ads - Search
28156,Patrícia,Google Ads - Search
28157,Maria,Organic
28158,João,Google Ads - Search
28159,Sérgio,Criteo Remarketing
28160,Carlos,Criteo Remarketing
28161,Mário,Google Ads - Youtube
28162,Ricardo,Google Ads - Youtube
28163,Luciana,Direct
28164,Vera,Social Media
28165,José,Google Ads - Display
28166,José,Organic
28167,Patrícia,Google Ads - Search
28168,Luiz,Direct
28169,Benedito,Organic
28170,Fernando,Direct
28171,Edson,Criteo Remarketing
28172,Raimundo,Organic
28173,Daniel,Organic
28174,Rita,Organic
28175,Mário,Google Ads - Search
28176,Manoel,Organic
28177,Alexandre,Facebook Ads - Instagram
28178,Rafael,Direct
28179,Sebastiã,Google Ads - Search
28180,Sônia,Criteo Remarketing
28181,Rafael,Organic
28182,André,Criteo Remarketing
28183,Francisco,Google Ads - Search
28184,Adriana,Direct
28185,Ricardo,Direct
28186,Robert,Direct
28187,Marcos,Facebook Ads - Instagram
28188,Terezinha,Direct
28189,Fernando,Referral
28190,Luis,Google Ads - Display
28191,Antônio,Google Ads - Search
28192,Márci,Google Ads - Display
28193,Raimunda,Google Ads - Youtube
28194,Geraldo,Direct
28195,Robert,Facebook Ads - Instagram
28196,Luciana,Organic
28197,Antônio,Direct
28198,Vera,Google Ads - Display
28199,Marcelo,Direct
28200,Luis,Google Ads - Search
28201,Fabio,Google Ads - Search
28202,Rita,Google Ads - Search
28203,Joaquim,Direct
28204,Joaquim,Direct
28205,José,Organic
28206,Rita,Direct
28207,Antônio,Criteo Remarketing
28208,Márci,Direct
28209,Joaquim,Direct
28210,Marcos,Google Ads - Search
28211,Márci,Google Ads - Youtube
28212,João,Google Ads - Search
28213,Robert,Referral
28214,Antônia,Organic
28215,Antônio,Social Media
28216,Mário,Google Ads - Search
28217,Paul,Referral
28218,Leandro,Google Ads - Search
28219,Rosa,Direct
28220,Cláudio,Google Ads - Search
28221,Marcos,Facebook Ads - Instagram
28222,Mário,Organic
28223,João,Google Ads - Display
28224,Terezinha,Direct
28225,Manoel,Organic
28226,Francisca,Direct
28227,Rita,Organic
28228,Daniel,Direct
28229,Antônio,Organic
28230,João,Organic
28231,Luiz,Social Media
28232,Carlos,Criteo Remarketing
28233,Raimunda,Social Media
28234,Raimundo,Facebook Ads - Facebook
28235,Daniel,Facebook Ads - Facebook
28236,José,Facebook Ads - Facebook
28237,Luciana,Direct
28238,Sônia,Facebook Ads - Facebook
28239,Alexandre,Referral
28240,Paul,Direct
28242,João,Organic
28243,Daniel,Google Ads - Youtube
28244,Eduardo,Facebook Ads - Facebook
28245,Márci,Organic
28246,Geraldo,Organic
28247,Pedro,Criteo Remarketing
28248,João,Google Ads - Search
28249,Antônia,Google Ads - Display
28250,Rafael,Google Ads - Display
28251,Mário,Direct
28252,Fabio,Organic
28253,Geraldo,Google Ads - Youtube
28254,Sônia,Google Ads - Search
28256,Rafael,Google Ads - Search
28257,Josefa,Organic
28258,Sebastiã,Google Ads - Display
28259,Patrícia,Facebook Ads - Facebook
28260,Cláudio,Facebook Ads - Instagram
28261,Josefa,Google Ads - Display
28262,Daniel,Organic
28263,Francisca,Direct
28264,João,Direct
28265,Edson,Google Ads - Search
28266,Marcelo,Direct
28268,Rodrigo,Direct
28269,Robert,Facebook Ads - Instagram
28270,Pedro,Direct
28271,Antônio,Social Media
28272,Mário,Organic
28273,Fernando,Direct
28274,Luis,Facebook Ads - Facebook
28275,Rosa,Google Ads - Youtube
28276,Alexandre,Google Ads - Search
28277,Márci,Google Ads - Youtube
28278,Leandro,Google Ads - Search
28279,Edson,Google Ads - Search
28280,Antônio,Google Ads - Display
28281,Raimundo,Google Ads - Search
28282,Mário,Direct
28283,Pedro,Organic
28284,Joaquim,Referral
28285,Ricardo,Referral
28286,Daniel,Organic
28287,Pedro,Organic
28288,Raimundo,Google Ads - Search
28289,Pedro,Referral
28290,João,Facebook Ads - Facebook
28291,Raimunda,Organic
28293,Daniel,Google Ads - Search
28294,José,Google Ads - Display
28295,Robert,Organic
28296,Francisca,Organic
28297,Ricardo,Organic
28298,Pedro,Direct
28299,Francisca,Referral
28300,Cláudio,Google Ads - Search
28301,Francisca,Direct
28302,Josefa,Google Ads - Youtube
28303,Marcos,Organic
28305,Cláudio,Facebook Ads - Instagram
28306,Márci,Direct
28308,Benedito,Google Ads - Search
28309,Antônia,Google Ads - Search
28311,André,Direct
28312,Eduardo,Facebook Ads - Facebook
28313,Daniel,Google Ads - Search
28314,Daniel,Direct
28315,Rodrigo,Google Ads - Youtube
28317,Sérgio,Facebook Ads - Instagram
28318,Alexandre,Google Ads - Search
28319,Carlos,Direct
28320,Sebastiã,Facebook Ads - Facebook
28321,Paul,Criteo Remarketing
28323,Alexandre,Google Ads - Youtube
28324,Mário,Social Media
28325,Rosa,Facebook Ads - Facebook
28326,Márci,Direct
28327,Ricardo,Social Media
28328,Josefa,Google Ads - Search
28329,Marcelo,Direct
28330,João,Direct
28331,Márci,Facebook Ads - Facebook
28332,Rosa,Organic
28333,Eduardo,Google Ads - Search
28334,Antônia,Referral
28335,Rita,Direct
28336,Márci,Google Ads - Search
28337,Rodrigo,Google Ads - Search
28339,Pedro,Direct
28340,Eduardo,Direct
28341,Robert,Google Ads - Search
28342,Márci,Google Ads - Display
28344,Eduardo,Direct
28345,Ricardo,Google Ads - Display
28346,Francisca,Organic
28347,Josefa,Google Ads - Display
28348,Josefa,Direct
28349,Raimundo,Direct
28350,Rita,Criteo Remarketing
28351,Jorge,Google Ads - Search
28353,Rafael,Social Media
28354,Francisco,Facebook Ads - Instagram
28355,Francisca,Organic
28356,Maria,Facebook Ads - Instagram
28357,Josefa,Google Ads - Search
28359,Márci,Direct
28360,Rosa,Google Ads - Search
28362,Alexandre,Google Ads - Display
28363,Vera,Google Ads - Youtube
28364,Raimundo,Referral
28365,Alexandre,Referral
28366,Maria,Organic
28367,Rita,Organic
28368,Eduardo,Organic
28369,Joaquim,Google Ads - Display
28370,Cláudio,Organic
28372,Eduardo,Criteo Remarketing
28373,Francisca,Organic
28374,Raimunda,Google Ads - Display
28375,Fabio,Google Ads - Display
28376,Rosa,Google Ads - Search
28377,Vera,Organic
28378,Patrícia,Organic
28379,Manoel,Facebook Ads - Facebook
28380,Josefa,Social Media
28381,Sandra,Google Ads - Search
28382,Marcelo,Google Ads - Search
28383,Benedito,Facebook Ads - Facebook
28384,Ana,Social Media
28385,Manoel,Google Ads - Search
28386,Edson,Organic
28388,Francisco,Google Ads - Search
28389,Jorge,Google Ads - Search
28390,Luiz,Google Ads - Youtube
28391,Fernando,Facebook Ads - Facebook
28392,Marcelo,Google Ads - Search
28393,Edson,Google Ads - Search
28394,Rodrigo,Google Ads - Youtube
28395,Raimunda,Organic
28396,Maria,Google Ads - Search
28397,Joaquim,Organic
28398,Fabio,Google Ads - Search
28399,Francisco,Direct
28400,Rodrigo,Organic
28401,Sônia,Facebook Ads - Facebook
28402,Marcelo,Organic
28403,Luciana,Facebook Ads - Instagram
28404,Sandra,Google Ads - Search
28405,Terezinha,Google Ads - Search
28406,Cláudio,Google Ads - Youtube
28407,Francisco,Google Ads - Search
28408,Alexandre,Google Ads - Search
28409,Sandra,Organic
28411,Vera,Google Ads - Search
28412,Patrícia,Organic
28413,Francisco,Facebook Ads - Instagram
28414,Patrícia,Organic
28415,Terezinha,Organic
28417,Alexandre,Organic
28418,Edson,Facebook Ads - Instagram
28419,José,Direct
28420,Antônio,Organic
28421,Raimunda,Organic
28422,Sérgio,Google Ads - Search
28423,Cláudio,Direct
28424,Marcelo,Criteo Remarketing
28425,Sandra,Organic
28426,Sérgio,Google Ads - Display
28427,Daniel,Facebook Ads - Facebook
28428,Sérgio,Google Ads - Youtube
28429,Fernando,Google Ads - Search
28430,Sandra,Google Ads - Display
28431,Edson,Direct
28433,Josefa,Direct
28434,Antônia,Direct
28435,Mário,Facebook Ads - Facebook
28436,Ricardo,Google Ads - Search
28437,Rodrigo,Google Ads - Search
28438,Mário,Facebook Ads - Instagram
28439,Marcelo,Direct
28440,Ricardo,Organic
28441,Luis,Google Ads - Search
28442,Rita,Google Ads - Search
28443,Sandra,Referral
28444,Raimundo,Direct
28445,Márci,Organic
28446,Francisca,Google Ads - Youtube
28447,Patrícia,Google Ads - Youtube
28448,Francisca,Direct
28449,Ricardo,Organic
28450,Manoel,Organic
28452,Márci,Google Ads - Search
28453,Paul,Organic
28454,Márci,Facebook Ads - Facebook
28455,João,Google Ads - Youtube
28456,Leandro,Criteo Remarketing
28457,Pedro,Google Ads - Search
28458,Carlos,Direct
28459,Raimundo,Google Ads - Search
28460,Leandro,Organic
28461,Carlos,Google Ads - Search
28462,Sônia,Criteo Remarketing
28463,Fabio,Organic
28464,Francisco,Google Ads - Youtube
28465,Sebastiã,Direct
28466,Sandra,Facebook Ads - Instagram
28468,Raimunda,Direct
28469,Rita,Social Media
28470,Alexandre,Facebook Ads - Facebook
28471,Rosa,Organic
28472,Carlos,Facebook Ads - Facebook
28473,Sônia,Direct
28474,Antônio,Google Ads - Display
28475,Sebastiã,Google Ads - Display
28476,Leandro,Direct
28477,Manoel,Google Ads - Search
28478,Eduardo,Criteo Remarketing
28479,Cláudio,Referral
28480,Sebastiã,Social Media
28481,Josefa,Direct
28482,Luciana,Organic
28483,Márci,Direct
28484,Carlos,Criteo Remarketing
28485,Josefa,Google Ads - Display
28486,Adriana,Google Ads - Search
28487,Ana,Criteo Remarketing
28488,Antônia,Google Ads - Search
28489,Fabio,Direct
28490,José,Organic
28491,José,Direct
28492,Maria,Google Ads - Search
28493,Rodrigo,Google Ads - Display
28494,Paul,Direct
28495,Edson,Organic
28496,Raimunda,Social Media
28497,Francisco,Direct
28498,Sandra,Direct
28499,Patrícia,Direct
28500,Alexandre,Organic
28501,Eduardo,Google Ads - Search
28502,Rafael,Direct
28503,Josefa,Social Media
28504,Patrícia,Organic
28505,Rafael,Google Ads - Search
28506,Márci,Organic
28507,Paul,Direct
28508,Sandra,Google Ads - Search
28509,Fabio,Facebook Ads - Instagram
28510,Manoel,Facebook Ads - Instagram
28511,Terezinha,Facebook Ads - Facebook
28512,Daniel,Direct
28513,Sandra,Google Ads - Search
28514,Raimundo,Google Ads - Youtube
28515,Fabio,Direct
28516,Sebastiã,Referral
28517,Sebastiã,Criteo Remarketing
28518,Sandra,Social Media
28519,Fabio,Direct
28520,Mário,Organic
28521,Maria,Direct
28522,Marcelo,Facebook Ads - Instagram
28523,Sérgio,Google Ads - Search
28524,Rosa,Organic
28525,Terezinha,Criteo Remarketing
28526,Rita,Google Ads - Display
28527,Patrícia,Direct
28528,Sérgio,Direct
28529,Rafael,Organic
28530,Sandra,Organic
28531,José,Direct
28532,Patrícia,Google Ads - Search
28533,Fabio,Facebook Ads - Instagram
28534,Luciana,Direct
28535,Adriana,Social Media
28537,Maria,Google Ads - Search
28538,Sônia,Organic
28539,Maria,Google Ads - Search
28540,Alexandre,Direct
28541,Alexandre,Direct
28542,Raimundo,Direct
28544,Eduardo,Facebook Ads - Facebook
28545,Terezinha,Organic
28546,Pedro,Direct
28547,Terezinha,Organic
28548,Daniel,Facebook Ads - Instagram
28549,Sandra,Google Ads - Search
28550,Marcos,Direct
28551,Leandro,Google Ads - Search
28552,Francisca,Google Ads - Search
28553,Jorge,Direct
28554,Geraldo,Direct
28555,Patrícia,Direct
28556,João,Direct
28557,Geraldo,Facebook Ads - Instagram
28558,Ana,Organic
28559,Rita,Organic
28560,Antônio,Criteo Remarketing
28561,Rita,Social Media
28562,Sandra,Organic
28563,Rosa,Direct
28564,Luciana,Google Ads - Youtube
28565,André,Google Ads - Display
28566,João,Direct
28567,Rodrigo,Facebook Ads - Instagram
28568,Paul,Google Ads - Search
28569,Raimunda,Referral
28570,Geraldo,Organic
28571,Marcos,Organic
28572,Antônio,Facebook Ads - Facebook
28573,Cláudio,Organic
28574,Jorge,Organic
28575,Josefa,Referral
28576,José,Google Ads - Search
28577,Rosa,Facebook Ads - Facebook
28578,Luis,Organic
28579,Mário,Google Ads - Display
28580,Marcos,Organic
28581,Eduardo,Google Ads - Search
28582,Jorge,Organic
28583,Maria,Organic
28585,Marcos,Facebook Ads - Facebook
28586,Patrícia,Organic
28587,Marcos,Direct
28589,Vera,Google Ads - Display
28590,Terezinha,Direct
28591,Mário,Facebook Ads - Instagram
28592,Mário,Google Ads - Search
28594,Raimunda,Direct
28595,Francisco,Google Ads - Search
28596,Benedito,Google Ads - Search
28597,Rosa,Organic
28598,Manoel,Organic
28599,Francisco,Organic
28600,Raimundo,Organic
28601,Luis,Referral
28602,Antônio,Criteo Remarketing
28603,Sebastiã,Social Media
28604,Sebastiã,Google Ads - Search
28605,João,Referral
28606,Geraldo,Google Ads - Display
28607,Joaquim,Social Media
28608,Geraldo,Google Ads - Search
28609,Ana,Criteo Remarketing
28610,Francisca,Facebook Ads - Facebook
28611,João,Google Ads - Search
28612,Sérgio,Direct
28613,Eduardo,Google Ads - Search
28614,Luis,Direct
28615,Fernando,Organic
28616,Sandra,Facebook Ads - Instagram
28617,Alexandre,Criteo Remarketing
28618,Paul,Organic
28619,Vera,Facebook Ads - Facebook
28620,Ricardo,Criteo Remarketing
28621,Rita,Facebook Ads - Facebook
28622,Patrícia,Google Ads - Search
28623,Daniel,Google Ads - Search
28624,Antônia,Organic
28625,André,Criteo Remarketing
28626,Sérgio,Criteo Remarketing
28627,Eduardo,Facebook Ads - Instagram
28628,Rosa,Referral
28629,Sandra,Facebook Ads - Instagram
28631,Rosa,Referral
28632,Pedro,Direct
28633,João,Google Ads - Search
28634,Josefa,Google Ads - Search
28635,Geraldo,Social Media
